,Cantidad,Nemotecnico,Volumen,Ultimo Precio,Variacion%,Fecha
5408,384813,GRUPOARGOS,4694107380,12180.0,-1.77,2020-09-03
5409,355621,CNEC      ,3596977500,10160.0,-1.36,2020-09-03
5410,164543,ISA       ,3512900460,21320.0,-2.47,2020-09-03
5411,125193,BCOLOMBIA ,3411360600,27300.0,-1.44,2020-09-03
5412,650991,CEMARGOS  ,3265628190,5000.0,-3.29,2020-09-03
5413,104845,PFDAVVNDA ,3062743300,29100.0,-1.36,2020-09-03
5414,113339,NUTRESA   ,2598548840,23380.0,1.83,2020-09-03
5415,732198,GEB       ,1819803430,2500.0,0.81,2020-09-03
5416,63382,PFGRUPSURA,1204477340,19200.0,0.95,2020-09-03
5417,39618,PFCORFICOL,873184020,22120.0,-0.18,2020-09-03
5418,12034,BOGOTA    ,851477860,69540.0,-3.42,2020-09-03
5419,186414,PFCEMARGOS,729607610,3920.0,-0.76,2020-09-03
5420,83395,TERPEL    ,672185830,8050.0,1.9,2020-09-03
5421,23571,CORFICOLCF,647014980,27500.0,-0.36,2020-09-03
5422,50000,HCOLSEL   ,583065000,11648.5,-1.95,2020-09-03
5423,61159,PFGRUPOARG,570732980,9320.0,-1.27,2020-09-03
5424,94952,CELSIA    ,439340500,4640.0,-0.32,2020-09-03
5425,23272,BVC       ,264790040,11600.0,1.22,2020-09-03
5426,53354,MINEROS   ,206941015,3885.0,0.13,2020-09-03
5427,17697,EXITO     ,203827700,11580.0,0.0,2020-09-03
5428,22129,PROMIGAS  ,161351010,7290.0,1.25,2020-09-03
5429,725857,PFAVH     ,152742343,214.0,7.0,2020-09-03
5430,282833,CONCONCRET,105671225,374.0,0.81,2020-09-03
5431,1354,GRUBOLIVAR,89511560,66000.0,0.0,2020-09-03
5432,354352,ETB       ,73961644,207.0,-2.82,2020-09-03
5433,23206,ELCONDOR  ,24316300,1045.0,-0.48,2020-09-03
5434,45165,BBVACOL   ,13574927,300.0,0.0,2020-09-03
5435,450000,FABRICATO ,2160000,5.2,0.0,2020-09-03
5436,129242,ENKA      ,1001625,7.5,0.0,2020-09-03
5437,13493395,ECOPETROL ,29404180405,2175.0,-1.58,2020-09-02
5438,942965,PFBCOLOM  ,26307906940,27620.0,-1.36,2020-09-02
5439,11510090,PFAVAL    ,11085280823,961.0,1.16,2020-09-02
5440,837180,ICOLCAP   ,10751708437,12789.5,1.09,2020-09-02
5441,386865,GRUPOSURA ,9013811600,23080.0,2.3,2020-09-02
5442,3318193,CLH       ,8590731445,2595.0,7.68,2020-09-02
5443,268548,BCOLOMBIA ,7454646360,27700.0,1.09,2020-09-02
5444,558345,GRUPOARGOS,6995337620,12400.0,0.0,2020-09-02
5445,276808,NUTRESA   ,6352680720,22960.0,0.7,2020-09-02
5446,247325,ISA       ,5473442320,21860.0,-1.97,2020-09-02
5447,383475,HCOLSEL   ,4588125500,11880.0,1.19,2020-09-02
5448,342914,CNEC      ,3523706500,10300.0,1.38,2020-09-02
5449,174929,PFGRUPSURA,3370676420,19020.0,0.74,2020-09-02
5450,1360689,GEB       ,3361165135,2480.0,1.22,2020-09-02
5451,78659,CORFICOLCF,2168353160,27600.0,0.88,2020-09-02
5452,361005,CEMARGOS  ,1875634780,5170.0,1.77,2020-09-02
5453,49134,PFDAVVNDA ,1454844920,29500.0,1.44,2020-09-02
5454,290264,CELSIA    ,1348629255,4655.0,-0.32,2020-09-02
5455,329173,PFCEMARGOS,1296188205,3950.0,2.46,2020-09-02
5456,288430,MINEROS   ,1110562310,3880.0,0.78,2020-09-02
5457,105132,PFGRUPOARG,998386680,9440.0,1.83,2020-09-02
5458,31002,PFCORFICOL,690246760,22160.0,-0.18,2020-09-02
5459,51215,EXITO     ,593842300,11580.0,0.17,2020-09-02
5460,2096059,PFAVH     ,428997521,200.0,-13.04,2020-09-02
5461,5897,BOGOTA    ,418250020,72000.0,3.6,2020-09-02
5462,1609347,ETB       ,344700862,213.0,0.47,2020-09-02
5463,38860,TERPEL    ,305701440,7900.0,1.54,2020-09-02
5464,39889810,ENKA      ,301820518,7.5,0.0,2020-09-02
5465,18409,BVC       ,210727880,11460.0,1.06,2020-09-02
5466,468042,CONCONCRET,175365684,371.0,2.49,2020-09-02
5467,2434,GRUBOLIVAR,160703280,66000.0,0.76,2020-09-02
5468,143924,ELCONDOR  ,151992640,1050.0,0.96,2020-09-02
5469,16988,PROMIGAS  ,121494690,7200.0,1.84,2020-09-02
5470,300000,BBVACOL   ,90000000,300.0,2.39,2020-09-02
5471,63871,GRUPOAVAL ,61002218,962.0,4.79,2020-09-02
5472,759551,FABRICATO ,3645844,5.2,0.0,2020-09-02
5473,68,COLTEJER  ,47600,1105.0,0.0,2020-09-02
5474,2062739,PFBCOLOM  ,56627929600,28000.0,4.79,2020-09-01
5475,23874773,ECOPETROL ,52243270825,2210.0,0.91,2020-09-01
5476,1405953,ISA       ,30699783900,22300.0,6.49,2020-09-01
5477,1065473,BCOLOMBIA ,28895669680,27400.0,5.38,2020-09-01
5478,732608,GRUPOSURA ,16193176040,22560.0,7.43,2020-09-01
5479,12667203,PFAVAL    ,11906957507,950.0,1.6,2020-09-01
5480,4097081,GEB       ,10107143840,2450.0,-0.41,2020-09-01
5481,560000,HCOLSEL   ,6533780000,11740.0,0.93,2020-09-01
5482,516015,GRUPOARGOS,6402459760,12400.0,4.03,2020-09-01
5483,1186439,CELSIA    ,5533491820,4670.0,0.65,2020-09-01
5484,1085292,CEMARGOS  ,5508513520,5080.0,1.6,2020-09-01
5485,342841,ICOLCAP   ,4304643128,12652.0,2.83,2020-09-01
5486,1541730,CLH       ,3613675125,2410.0,10.8,2020-09-01
5487,159966,NUTRESA   ,3580139080,22800.0,3.64,2020-09-01
5488,121020,PFDAVVNDA ,3528200340,29080.0,0.35,2020-09-01
5489,177286,PFGRUPSURA,3287199120,18880.0,4.89,2020-09-01
5490,282568,CNEC      ,2868497600,10160.0,-0.78,2020-09-01
5491,101903,CORFICOLCF,2781506240,27360.0,0.96,2020-09-01
5492,534594,PFCEMARGOS,2025521285,3855.0,3.35,2020-09-01
5493,56743,PFCORFICOL,1253507520,22200.0,2.4,2020-09-01
5494,4972068,PFAVH     ,1146273718,230.0,-4.17,2020-09-01
5495,15094,BOGOTA    ,1039549400,69500.0,0.72,2020-09-01
5496,91318,BVC       ,1031693700,11340.0,5.98,2020-09-01
5497,210532,MINEROS   ,817638390,3850.0,0.0,2020-09-01
5498,71019,PFGRUPOARG,650588400,9270.0,5.34,2020-09-01
5499,587658,CONCONCRET,209930613,362.0,0.0,2020-09-01
5500,22532,TERPEL    ,174828000,7780.0,0.65,2020-09-01
5501,21129,PROMIGAS  ,149462430,7070.0,0.86,2020-09-01
5502,1464,GRUBOLIVAR,95676700,65500.0,0.61,2020-09-01
5503,7548,EXITO     ,87148860,11560.0,2.3,2020-09-01
5504,325317,ETB       ,68009925,212.0,0.0,2020-09-01
5505,41723,ELCONDOR  ,43377150,1040.0,0.48,2020-09-01
5506,42397,GRUPOAVAL ,39662149,918.0,-1.29,2020-09-01
5507,2780000,ENKA      ,20929800,7.5,0.0,2020-09-01
5508,800000,FABRICATO ,3675000,5.2,0.0,2020-09-01
5509,9000,BBVACOL   ,2745000,293.0,0.0,2020-09-01
5510,4526,POPULAR   ,1267280,280.0,0.0,2020-09-01
5511,16761532,ECOPETROL ,36442824815,2190.0,0.69,2020-08-31
5512,769453,PFBCOLOM  ,20478974580,26720.0,-1.04,2020-08-31
5513,725084,GRUPOSURA ,15298941800,21000.0,-3.23,2020-08-31
5514,370369,PFDAVVNDA ,10560706180,28980.0,0.98,2020-08-31
5515,440893,ISA       ,9247653060,20940.0,-3.41,2020-08-31
5516,735005,ICOLCAP   ,9035413891,12304.0,-1.61,2020-08-31
5517,346923,NUTRESA   ,7579483080,22000.0,0.55,2020-08-31
5518,6628658,PFAVAL    ,6120445486,935.0,0.54,2020-08-31
5519,1154982,CEMARGOS  ,5753291735,5000.0,2.15,2020-08-31
5520,154102,BCOLOMBIA ,4018121220,26000.0,-2.62,2020-08-31
5521,7946437,PFAVH     ,2177407541,240.0,23.08,2020-08-31
5522,686975,GEB       ,1694795320,2460.0,0.0,2020-08-31
5523,774543,CLH       ,1693398150,2175.0,-2.9,2020-08-31
5524,136113,GRUPOARGOS,1616306040,11920.0,1.19,2020-08-31
5525,267677,CELSIA    ,1228580700,4640.0,0.22,2020-08-31
5526,14871,BOGOTA    ,1019439240,69000.0,-0.72,2020-08-31
5527,36416,CORFICOLCF,986260960,27100.0,0.37,2020-08-31
5528,54601,PFGRUPSURA,980955920,18000.0,-0.55,2020-08-31
5529,105430,PFGRUPOARG,939612720,8800.0,-2.22,2020-08-31
5530,227116,MINEROS   ,893867295,3850.0,-2.65,2020-08-31
5531,162251,PFCEMARGOS,608797050,3730.0,-1.71,2020-08-31
5532,55796,CNEC      ,572616040,10240.0,-1.92,2020-08-31
5533,24013,BVC       ,264355300,10700.0,-9.78,2020-08-31
5534,28423,TERPEL    ,218606430,7730.0,1.44,2020-08-31
5535,494395,CONCONCRET,182073111,362.0,-2.95,2020-08-31
5536,22808,PROMIGAS  ,160714480,7010.0,-1.27,2020-08-31
5537,702020,ETB       ,147512640,212.0,0.0,2020-08-31
5538,10351,CARTON    ,101957350,9850.0,0.0,2020-08-31
5539,241736,INESA     ,101287384,419.0,-19.89,2020-08-31
5540,81286,ELCONDOR  ,84550740,1035.0,-1.43,2020-08-31
5541,1244,GRUBOLIVAR,81778740,65100.0,-1.66,2020-08-31
5542,9500000,ENKA      ,71498800,7.5,0.0,2020-08-31
5543,3000,PFCORFICOL,64992880,21680.0,-1.0,2020-08-31
5544,5193,EXITO     ,58796900,11300.0,-1.74,2020-08-31
5545,107304,INVENSA   ,54295824,506.0,-21.31,2020-08-31
5546,87178,AGROCHAL  ,44112068,506.0,9.52,2020-08-31
5547,79783,SANFELIPE ,38295840,480.0,-15.19,2020-08-31
5548,25923,GRUPOAVAL ,24097390,930.0,0.87,2020-08-31
5549,747,COLTEJER  ,522900,1105.0,0.0,2020-08-31
5550,1217815,ICOLCAP   ,15270192858,12505.5,0.42,2020-08-28
5551,4404734,ECOPETROL ,9560538545,2175.0,0.69,2020-08-28
5552,1601568,CEMARGOS  ,7855734415,4895.0,-0.1,2020-08-28
5553,7950995,PFAVAL    ,7400930776,930.0,0.11,2020-08-28
5554,259792,PFBCOLOM  ,7012526740,27000.0,0.0,2020-08-28
5555,406828,GRUPOARGOS,4926322080,11780.0,-1.01,2020-08-28
5556,400000,HCOLSEL   ,4652800000,11632.0,0.79,2020-08-28
5557,205854,GRUPOSURA ,4489056180,21700.0,-0.91,2020-08-28
5558,179666,NUTRESA   ,3920854620,21880.0,1.2,2020-08-28
5559,129674,ISA       ,2836044780,21680.0,-1.28,2020-08-28
5560,100006,BCOLOMBIA ,2694083500,26700.0,-0.07,2020-08-28
5561,58109,PFDAVVNDA ,1668461340,28700.0,0.84,2020-08-28
5562,637854,GEB       ,1565755935,2460.0,0.41,2020-08-28
5563,140711,CNEC      ,1460243780,10440.0,0.38,2020-08-28
5564,564611,CLH       ,1275242930,2240.0,-0.44,2020-08-28
5565,66111,PFGRUPSURA,1200833180,18100.0,0.56,2020-08-28
5566,51961,PFCORFICOL,1138311660,21900.0,-0.45,2020-08-28
5567,277505,MINEROS   ,1075739240,3955.0,3.26,2020-08-28
5568,84136,PFGRUPOARG,761757050,9000.0,2.27,2020-08-28
5569,90742,TERPEL    ,682728880,7620.0,3.96,2020-08-28
5570,3196811,PFAVH     ,627978040,195.0,14.71,2020-08-28
5571,124245,CELSIA    ,578283180,4630.0,-0.54,2020-08-28
5572,13894,CORFICOLCF,375204280,27000.0,1.89,2020-08-28
5573,97229,PFCEMARGOS,373208715,3795.0,-0.52,2020-08-28
5574,4936,BOGOTA    ,344589280,69500.0,-0.57,2020-08-28
5575,812630,CONCONCRET,303223753,373.0,2.19,2020-08-28
5576,1150683,ETB       ,243176471,212.0,0.47,2020-08-28
5577,6480,PROMIGAS  ,45972000,7100.0,1.28,2020-08-28
5578,40909,ELCONDOR  ,43004115,1050.0,0.48,2020-08-28
5579,3513,BVC       ,41705720,11860.0,0.34,2020-08-28
5580,501,GRUBOLIVAR,33160200,66200.0,0.03,2020-08-28
5581,2565,EXITO     ,29282880,11500.0,0.0,2020-08-28
5582,27174,GRUPOAVAL ,25037000,922.0,0.0,2020-08-28
5583,2470000,ENKA      ,18597000,7.5,0.0,2020-08-28
5584,1980000,FABRICATO ,8796600,5.2,0.0,2020-08-28
5585,14460,BBVACOL   ,4323540,293.0,0.0,2020-08-28
5586,26,GASNATURAL,1846520,72680.0,0.0,2020-08-28
5587,8988562,ECOPETROL ,19464855655,2160.0,-1.59,2020-08-27
5588,1480130,ICOLCAP   ,18432907147,12453.0,-0.3,2020-08-27
5589,619835,PFBCOLOM  ,16708389360,27000.0,-0.37,2020-08-27
5590,296885,ISA       ,6471526280,21960.0,2.14,2020-08-27
5591,6505065,PFAVAL    ,6050322408,929.0,0.11,2020-08-27
5592,174250,NUTRESA   ,3777705500,21620.0,0.0,2020-08-27
5593,306817,GRUPOARGOS,3611549160,11900.0,0.68,2020-08-27
5594,1358418,GEB       ,3343346730,2450.0,-0.41,2020-08-27
5595,1372513,CLH       ,3090767735,2250.0,-1.96,2020-08-27
5596,131361,GRUPOSURA ,2874664880,21900.0,-0.45,2020-08-27
5597,103460,BCOLOMBIA ,2780212640,26720.0,-1.04,2020-08-27
5598,564431,CEMARGOS  ,2771090680,4900.0,-0.71,2020-08-27
5599,200000,HCOLSEL   ,2308200000,11541.0,-0.7,2020-08-27
5600,70199,PFDAVVNDA ,1998381200,28460.0,-0.14,2020-08-27
5601,92218,PFGRUPSURA,1665703780,18000.0,-0.55,2020-08-27
5602,49274,CORFICOLCF,1319142260,26500.0,-2.57,2020-08-27
5603,16907,BOGOTA    ,1171228940,69900.0,1.39,2020-08-27
5604,127053,PFGRUPOARG,1123787760,8800.0,-1.12,2020-08-27
5605,36504,PFCORFICOL,802812720,22000.0,1.1,2020-08-27
5606,119901,CELSIA    ,560572255,4655.0,0.11,2020-08-27
5607,135776,PFCEMARGOS,516025815,3815.0,-0.52,2020-08-27
5608,48497,CNEC      ,498848840,10400.0,1.17,2020-08-27
5609,116493,MINEROS   ,446464255,3830.0,-0.52,2020-08-27
5610,980627,ETB       ,206672839,211.0,0.48,2020-08-27
5611,1003550,PFAVH     ,173586923,170.0,-1.73,2020-08-27
5612,14105,BVC       ,167039500,11820.0,0.85,2020-08-27
5613,17406,TERPEL    ,126180780,7330.0,1.24,2020-08-27
5614,16500000,ENKA      ,123750000,7.5,0.0,2020-08-27
5615,15000,PROMIGAS  ,105150000,7010.0,0.86,2020-08-27
5616,42819,ELCONDOR  ,44802335,1045.0,-1.42,2020-08-27
5617,93365,CONCONCRET,33879680,365.0,0.0,2020-08-27
5618,300,GRUBOLIVAR,19854000,66180.0,0.27,2020-08-27
5619,14540,GRUPOAVAL ,13405880,922.0,0.44,2020-08-27
5620,651,EXITO     ,7486500,11500.0,1.77,2020-08-27
5621,1062960,FABRICATO ,4563952,5.2,0.0,2020-08-27
5622,1173266,PFBCOLOM  ,31776415480,27100.0,0.3,2020-08-26
5623,12395444,ECOPETROL ,27704256580,2195.0,-2.23,2020-08-26
5624,1686953,ICOLCAP   ,21094690488,12490.0,-0.69,2020-08-26
5625,1230000,HCOLSEL   ,14270760000,11622.0,1.66,2020-08-26
5626,2154654,CEMARGOS  ,10580262545,4935.0,2.17,2020-08-26
5627,418993,GRUPOSURA ,9267242860,22000.0,-0.45,2020-08-26
5628,9587674,PFAVAL    ,8926576443,928.0,-1.07,2020-08-26
5629,371804,ISA       ,7900345020,21500.0,0.47,2020-08-26
5630,534116,GRUPOARGOS,6405326480,11820.0,-0.34,2020-08-26
5631,227346,BCOLOMBIA ,6143858180,27000.0,0.75,2020-08-26
5632,2280874,CLH       ,5263864045,2295.0,1.77,2020-08-26
5633,241048,NUTRESA   ,5258071140,21620.0,-1.73,2020-08-26
5634,113639,PFDAVVNDA ,3234388580,28500.0,-0.35,2020-08-26
5635,1032547,GEB       ,2547560070,2460.0,0.41,2020-08-26
5636,134730,PFGRUPSURA,2448917100,18100.0,0.0,2020-08-26
5637,89729,CORFICOLCF,2423388120,27200.0,-0.07,2020-08-26
5638,244386,PFGRUPOARG,2175160210,8900.0,-1.11,2020-08-26
5639,351845,PFCEMARGOS,1364075300,3835.0,0.39,2020-08-26
5640,50777,PFCORFICOL,1108113900,21760.0,-1.72,2020-08-26
5641,226360,CELSIA    ,1046004465,4650.0,1.31,2020-08-26
5642,122628,TERPEL    ,880855440,7240.0,3.72,2020-08-26
5643,11253,BOGOTA    ,775301920,68940.0,0.5,2020-08-26
5644,51607,BVC       ,603846040,11720.0,0.34,2020-08-26
5645,146433,MINEROS   ,561803070,3850.0,0.0,2020-08-26
5646,1021992,CONCONCRET,366876326,365.0,2.82,2020-08-26
5647,1712901,ETB       ,360551376,210.0,0.96,2020-08-26
5648,30719,CNEC      ,318720620,10280.0,-0.96,2020-08-26
5649,42867,PROMIGAS  ,301512450,6950.0,-1.42,2020-08-26
5650,1461395,PFAVH     ,257629946,173.0,1.76,2020-08-26
5651,14280,EXITO     ,163130180,11300.0,-0.88,2020-08-26
5652,1402,GRUBOLIVAR,92515000,66000.0,0.76,2020-08-26
5653,78831,ELCONDOR  ,82606110,1060.0,1.44,2020-08-26
5654,59000,GRUPOAVAL ,54162000,918.0,-0.22,2020-08-26
5655,5468,CARTON    ,53859800,9850.0,0.0,2020-08-26
5656,1196127,PFBCOLOM  ,31992691500,27020.0,2.74,2020-08-25
5657,1880247,ICOLCAP   ,23300462238,12576.5,2.49,2020-08-25
5658,832004,NUTRESA   ,17888205100,22000.0,4.86,2020-08-25
5659,7440790,ECOPETROL ,16672182145,2245.0,0.9,2020-08-25
5660,14971731,PFAVAL    ,13816898619,938.0,3.65,2020-08-25
5661,337245,GRUPOSURA ,7464150340,22100.0,1.56,2020-08-25
5662,600000,HCOLSEL   ,6856065600,11432.0,0.9,2020-08-25
5663,246659,ISA       ,5228934380,21400.0,0.66,2020-08-25
5664,190273,BCOLOMBIA ,5051703800,26800.0,2.29,2020-08-25
5665,153731,CORFICOLCF,4184422920,27220.0,2.72,2020-08-25
5666,858603,CEMARGOS  ,4097495780,4830.0,2.77,2020-08-25
5667,342388,GRUPOARGOS,3996731300,11860.0,4.77,2020-08-25
5668,211157,PFGRUPSURA,3744562440,18100.0,4.62,2020-08-25
5669,107389,PFDAVVNDA ,3053395880,28600.0,2.88,2020-08-25
5670,1087567,GEB       ,2679064485,2450.0,-0.41,2020-08-25
5671,102123,PFCORFICOL,2219303980,22140.0,2.98,2020-08-25
5672,868799,CLH       ,1914772655,2255.0,6.87,2020-08-25
5673,22841,BOGOTA    ,1561150520,68600.0,0.73,2020-08-25
5674,239214,CELSIA    ,1097102695,4590.0,2.46,2020-08-25
5675,113458,PFGRUPOARG,998534850,9000.0,6.01,2020-08-25
5676,87677,CNEC      ,908875140,10380.0,0.78,2020-08-25
5677,200171,MINEROS   ,771393145,3850.0,-1.16,2020-08-25
5678,143483,PFCEMARGOS,550902980,3820.0,2.69,2020-08-25
5679,64367,PROMIGAS  ,453319570,7050.0,0.71,2020-08-25
5680,33088,TERPEL    ,230564300,6980.0,0.43,2020-08-25
5681,1271778,PFAVH     ,207799913,170.0,4.29,2020-08-25
5682,22219722,ENKA      ,167917915,7.5,-0.13,2020-08-25
5683,2396,GRUBOLIVAR,155838140,65500.0,1.08,2020-08-25
5684,13723,EXITO     ,155623340,11400.0,0.0,2020-08-25
5685,119405,GRUPOAVAL ,109286415,920.0,2.11,2020-08-25
5686,522899,ETB       ,107942891,208.0,2.46,2020-08-25
5687,296799,CONCONCRET,105327996,355.0,1.43,2020-08-25
5688,49782,ELCONDOR  ,51818940,1045.0,0.48,2020-08-25
5689,3889,BVC       ,45296800,11680.0,0.52,2020-08-25
5690,1000000,FABRICATO ,4183521,5.2,0.0,2020-08-25
5691,6800,BBVACOL   ,2046800,293.0,0.0,2020-08-25
5692,163,VILLAS    ,1041570,6400.0,0.0,2020-08-25
5693,798941,PFBCOLOM  ,20907604140,26300.0,2.41,2020-08-24
5694,6295141,ECOPETROL ,13962420865,2225.0,2.06,2020-08-24
5695,1038585,ICOLCAP   ,12640354661,12271.5,1.67,2020-08-24
5696,286964,GRUPOSURA ,6209704080,21760.0,-0.46,2020-08-24
5697,291614,NUTRESA   ,6083464260,20980.0,1.75,2020-08-24
5698,1062438,CEMARGOS  ,4901286895,4700.0,5.62,2020-08-24
5699,215124,ISA       ,4559772980,21260.0,1.24,2020-08-24
5700,1819089,CLH       ,3794984795,2110.0,6.03,2020-08-24
5701,128585,BCOLOMBIA ,3363645920,26200.0,2.26,2020-08-24
5702,3281263,PFAVAL    ,2960053748,905.0,1.46,2020-08-24
5703,168613,PFGRUPSURA,2928592520,17300.0,-0.8,2020-08-24
5704,216800,HCOLSEL   ,2426218000,11330.0,2.52,2020-08-24
5705,92502,CORFICOLCF,2411127480,26500.0,3.19,2020-08-24
5706,159170,GRUPOARGOS,1774862580,11320.0,3.1,2020-08-24
5707,666989,GEB       ,1637003510,2460.0,0.2,2020-08-24
5708,152916,PFGRUPOARG,1277875290,8490.0,2.66,2020-08-24
5709,44782,PFDAVVNDA ,1247388500,27800.0,0.22,2020-08-24
5710,51949,PFCORFICOL,1090306380,21500.0,4.07,2020-08-24
5711,249774,MINEROS   ,969069305,3895.0,-0.13,2020-08-24
5712,207836,CELSIA    ,929940700,4480.0,0.9,2020-08-24
5713,223985,PFCEMARGOS,817964555,3720.0,4.2,2020-08-24
5714,6841,BOGOTA    ,464739580,68100.0,0.44,2020-08-24
5715,44130,PROMIGAS  ,310256050,7000.0,0.14,2020-08-24
5716,19266,CNEC      ,198287720,10300.0,0.59,2020-08-24
5717,23745,TERPEL    ,164974590,6950.0,0.0,2020-08-24
5718,681682,ETB       ,138200054,203.0,-0.98,2020-08-24
5719,768919,PFAVH     ,128656443,163.0,-7.91,2020-08-24
5720,361608,CONCONCRET,126985524,350.0,0.0,2020-08-24
5721,15526542,ENKA      ,115476410,7.51,-6.01,2020-08-24
5722,69666,ELCONDOR  ,71834010,1040.0,1.46,2020-08-24
5723,929,GRUBOLIVAR,59842200,64800.0,0.47,2020-08-24
5724,4922,BVC       ,55881880,11620.0,2.47,2020-08-24
5725,13565,GRUPOAVAL ,12263597,901.0,1.46,2020-08-24
5726,37461,BBVACOL   ,10972056,293.0,0.0,2020-08-24
5727,750,EXITO     ,8514000,11400.0,0.88,2020-08-24
5728,1200000,FABRICATO ,5100000,5.2,0.0,2020-08-24
5729,842113,PFBCOLOM  ,21526488920,25680.0,-0.08,2020-08-21
5730,1850000,HCOLSEL   ,20426738000,11051.0,0.78,2020-08-21
5731,1455215,ICOLCAP   ,17457426029,12070.0,1.23,2020-08-21
5732,7749558,ECOPETROL ,16793759305,2180.0,0.69,2020-08-21
5733,497644,ISA       ,10349217540,21000.0,3.14,2020-08-21
5734,579978,GRUPOARGOS,6372379960,10980.0,2.23,2020-08-21
5735,5783102,PFAVAL    ,5162155354,892.0,0.34,2020-08-21
5736,1143792,CEMARGOS  ,5085531740,4450.0,1.14,2020-08-21
5737,2465178,CLH       ,4825601240,1990.0,7.57,2020-08-21
5738,182302,GRUPOSURA ,3934334160,21860.0,2.82,2020-08-21
5739,1514655,GEB       ,3714043180,2455.0,0.82,2020-08-21
5740,173699,NUTRESA   ,3597788760,20620.0,-0.39,2020-08-21
5741,78169,PFDAVVNDA ,2159925460,27740.0,0.95,2020-08-21
5742,83783,BCOLOMBIA ,2142859720,25620.0,0.39,2020-08-21
5743,105898,PFGRUPSURA,1845718980,17440.0,1.63,2020-08-21
5744,71067,CORFICOLCF,1836899700,25680.0,-0.31,2020-08-21
5745,201468,PFGRUPOARG,1646304540,8270.0,1.22,2020-08-21
5746,331890,CELSIA    ,1476691595,4440.0,0.45,2020-08-21
5747,4184576,PFAVH     ,766176961,177.0,20.41,2020-08-21
5748,9287,BOGOTA    ,627082080,67800.0,1.35,2020-08-21
5749,164030,PFCEMARGOS,586261375,3570.0,0.71,2020-08-21
5750,40648,EXITO     ,462629500,11300.0,-0.53,2020-08-21
5751,44355,CNEC      ,455128160,10240.0,-0.58,2020-08-21
5752,2000252,ETB       ,408640734,205.0,-1.91,2020-08-21
5753,63368,MINEROS   ,245690895,3900.0,0.13,2020-08-21
5754,20112,BVC       ,233791420,11340.0,-3.9,2020-08-21
5755,10547,PFCORFICOL,218344460,20660.0,-0.86,2020-08-21
5756,24920,TERPEL    ,170360640,6950.0,1.61,2020-08-21
5757,22662,PROMIGAS  ,156983490,6990.0,2.34,2020-08-21
5758,365494,CONCONCRET,129616455,350.0,3.55,2020-08-21
5759,1905,GRUBOLIVAR,122872500,64500.0,2.22,2020-08-21
5760,7022322,ENKA      ,55076682,7.99,6.25,2020-08-21
5761,30786,ELCONDOR  ,31555650,1025.0,0.49,2020-08-21
5762,105878,BBVACOL   ,30514040,293.0,1.03,2020-08-21
5763,580,OCCIDENTE ,20010000,34500.0,1.47,2020-08-21
5764,13340,GRUPOAVAL ,12054180,888.0,-7.02,2020-08-21
5765,611610,FABRICATO ,2996889,5.2,0.0,2020-08-21
5766,2600000,HCOLSEL   ,28326820000,10966.0,0.53,2020-08-20
5767,1870628,ICOLCAP   ,22107055779,11923.0,0.81,2020-08-20
5768,7954303,ECOPETROL ,17139204500,2165.0,-0.69,2020-08-20
5769,581960,PFBCOLOM  ,14798577980,25700.0,2.39,2020-08-20
5770,532060,ISA       ,10829302040,20360.0,0.1,2020-08-20
5771,2166614,CEMARGOS  ,9428589680,4400.0,2.56,2020-08-20
5772,370667,GRUPOSURA ,7782500880,21260.0,1.24,2020-08-20
5773,147815,BCOLOMBIA ,3745965680,25520.0,1.67,2020-08-20
5774,1505705,GEB       ,3658615415,2435.0,2.31,2020-08-20
5775,325965,GRUPOARGOS,3473639820,10740.0,0.75,2020-08-20
5776,3565204,PFAVAL    ,3158589260,889.0,1.14,2020-08-20
5777,150598,NUTRESA   ,3111151980,20700.0,0.58,2020-08-20
5778,156115,PFGRUPSURA,2663128200,17160.0,1.18,2020-08-20
5779,65523,PFDAVVNDA ,1796178660,27480.0,1.4,2020-08-20
5780,945227,CLH       ,1721248780,1850.0,3.93,2020-08-20
5781,55731,CORFICOLCF,1429303940,25760.0,0.7,2020-08-20
5782,15951,BOGOTA    ,1058682200,66900.0,1.58,2020-08-20
5783,227897,CELSIA    ,1001158100,4420.0,1.03,2020-08-20
5784,80070,EXITO     ,891283120,11360.0,3.27,2020-08-20
5785,78636,CNEC      ,809590500,10300.0,0.0,2020-08-20
5786,91525,PFGRUPOARG,740061580,8170.0,2.38,2020-08-20
5787,146789,PFCEMARGOS,518502305,3545.0,1.29,2020-08-20
5788,128402,MINEROS   ,500013950,3895.0,-0.51,2020-08-20
5789,3193956,PFAVH     ,448323093,147.0,8.09,2020-08-20
5790,49825,PROMIGAS  ,340344750,6830.0,0.0,2020-08-20
5791,12488,PFCORFICOL,258367680,20840.0,0.0,2020-08-20
5792,10018,TERPEL    ,68979260,6840.0,0.15,2020-08-20
5793,5580,BVC       ,65772400,11800.0,0.17,2020-08-20
5794,39972,ELCONDOR  ,40432770,1020.0,0.99,2020-08-20
5795,74475,CONCONCRET,25298099,338.0,-2.03,2020-08-20
5796,112598,ETB       ,23502301,209.0,0.0,2020-08-20
5797,1000,GRUPOAVAL ,873000,955.0,0.0,2020-08-20
5798,10589268,ECOPETROL ,23200443915,2180.0,-1.8,2020-08-19
5799,1729335,ICOLCAP   ,20496629027,11827.0,0.49,2020-08-19
